file,realisation,grammatical_cat,duration,word,fol_seg,vowels_per_second
2012_SEL2091_002_a,ing,verb,NA,MAKING,M,8.482
2012_SEL2091_002_a,ing,verb,NA,BEING,S,1.628
2012_SEL2091_002_a,in,verb,NA,TALKING,AH,4.37
2012_SEL2091_002_a,ing,verb,NA,PLAYING,DH,7.527
2012_SEL2091_002_a,ing,verb,NA,LIVING,L,3.382
2012_SEL2091_002_a,ing,thing,NA,SOMETHING,DH,6.489
2012_SEL2091_002_a,ing,verb,NA,SAYING,L,6.179
2012_SEL2091_002_a,ing,thing,NA,SOMETHING,EH,6.25
2012_SEL2091_002_a,ing,thing,NA,SOMETHING,sp,4.488
2012_SEL2091_002_a,ing,verb,NA,MAKING,DH,0.654
2012_SEL2091_002_a,ing,verb,NA,MAKING,DH,3.554
2012_SEL2091_002_a,ing,verb,NA,DOING,IH,7.627
2012_SEL2091_002_a,ing,verb,NA,COMING,T,8.34
2012_SEL2091_002_a,ing,verb,NA,DOING,R,5.97
2012_SEL2091_002_a,ing,thing,NA,SOMETHING,AH,8.654
2013_SEL2091_054_a,ing,verb,0.09,WATCHING,IH,5.213
2013_SEL2091_054_a,in,noun,0.04,LOOKING,AH,7.524
2013_SEL2091_054_a,in,verb,0.12,((LOOKING)),sp,1.148
2013_SEL2091_054_a,in,verb,0.03,WORKING,HH,5.964
2013_SEL2091_054_a,in,verb,0.03,FEELING,sp,7.051
2013_SEL2091_054_a,in,noun,0.05,DECORATING,D,1.783
2013_SEL2091_054_a,in,verb,0.05,BEING,L,6.78
2013_SEL2091_054_a,in,noun,0.03,LIVING,R,2.851
2013_SEL2091_054_a,in,verb,0.03,LIVING,IH,3.941
2013_SEL2091_054_a,ing,verb,0.08,HANGING,AO,3.3
2013_SEL2091_054_a,in,verb,0.07,BREEDING,P,5.117
2013_SEL2091_054_a,in,verb,0.07,HANGING,ER,1.994
2013_SEL2091_054_a,in,verb,0.03,HANGING,AO,3.614
2013_SEL2091_054_a,in,other,0.031,AMAZING,sp,1.7
2013_SEL2091_054_a,ing,thing,0.06,SOMETHING,W,5.926
2013_SEL2091_054_a,in,verb,0.089,ZAGGING,sp,1.952
2013_SEL2091_054_a,in,verb,0.03,COMING,R,8.008
2013_SEL2091_054_a,in,verb,0.11,ZAGGING,sp,3.135
2013_SEL2091_054_a,in,other,0.031,AMAZING,sp,2.09
2013_SEL2091_054_a,in,verb,0.03,SITTING,sp,6.329
2013_SEL2091_054_a,in,verb,0.03,TALKING,AH,8.155
2013_SEL2091_054_a,in,verb,0.06,DOING,sp,5.199
2013_SEL2091_054_a,in,other,0.081,FASCINATING,L,3.563
2013_SEL2091_054_a,ing,noun,0.081,NOTHING,K,3.802
2013_SEL2091_054_a,ing,noun,0.18,NOTHING,AY,4.003
2013_SEL2091_054_a,in,other,0.031,LOOKING,F,7.851
2013_SEL2091_054_a,in,other,0.11,FASCINATING,sp,4.75
2013_SEL2091_054_a,ing,verb,0.031,MAKING,F,5.425
2013_SEL2091_054_a,in,verb,0.049,TALKING,AH,9.464
2013_SEL2091_054_a,in,verb,0.05,MAKING,AH,8.19
2013_SEL2091_054_a,in,verb,0.111,MAKING,sp,3.676
2013_SEL2091_054_a,in,verb,0.12,MAKING,sp,4.375
2013_SEL2091_054_a,in,verb,0.059,TAKING,sp,2.762
2013_SEL2091_054_a,in,verb,0.06,PAYING,sp,7.627
2013_SEL2091_054_a,in,verb,0.04,HAVING,AH,2.514
2013_SEL2091_054_a,in,verb,0.03,PAYING,AH,6.869
2013_SEL2091_054_a,in,verb,0.1,PAYING,D,4.725
2013_SEL2091_054_a,in,verb,0.03,TALKING,AH,6.107
2013_SEL2091_054_a,ing,other,0.031,BLINKING,sp,1.034
2013_SEL2091_054_a,in,verb,0.05,PAYING,F,0.555
2013_SEL2091_054_a,in,noun,0.101,NOTHING,sp,3.247
2013_SEL2091_054_a,in,verb,0.059,LOOKING,AE,8.412
2013_SEL2091_054_a,in,verb,0.101,MAKING,B,3.335
2013_SEL2091_054_a,ing,verb,0.109,MAKING,T,1.88
2013_SEL2091_054_a,in,verb,0.1,BEING,F,5.964
2013_SEL2091_054_a,in,noun,0.091,GLAZING,sp,3.085
2013_SEL2091_054_a,in,verb,0.03,SAYING,L,6.422
2013_SEL2091_054_a,in,verb,0.03,OPERATING,sp,8.055
2013_SEL2091_054_a,ing,verb,0.03,WORKING,F,5.841
2013_SEL2091_054_a,in,verb,0.03,GETTING,AH,8.108
2013_SEL2091_054_a,ing,thing,0.11,EVERYTHING,P,4.329
2013_SEL2091_054_a,ing,verb,0.031,MAKING,AH,6.618
2013_SEL2091_054_a,in,noun,0.031,WARMING,AH,2.666
2013_SEL2091_054_a,ing,verb,0.079,BRING,AA,6.044
2013_SEL2091_054_a,in,noun,0.06,WARMING,AY,6.565
2013_SEL2091_054_a,ing,verb,0.03,LOOKING,L,5.983
2013_SEL2091_054_a,in,verb,0.08,SPEEDING,AH,6.871
2013_SEL2091_054_a,in,verb,0.04,LOOKING,AH,4.141
2013_SEL2091_054_a,in,verb,0.03,DOING,DH,6.863
2013_SEL2091_054_a,in,verb,0.03,HAVING,sp,4.58
2013_SEL2091_054_a,in,verb,0.03,REDUCING,V,0.92
2013_SEL2091_054_a,in,verb,0.029,PROTESTING,M,4.831
2013_SEL2091_054_a,ing,thing,0.07,ANYTHING,EH,6.962
2013_SEL2091_054_a,in,verb,0.03,PROTESTING,AH,4.529
2013_SEL2091_054_a,in,thing,0.06,ANYTHING,sp,5.178
2013_SEL2091_054_a,ing,thing,0.05,ANYTHING,T,5.966
2013_SEL2091_054_a,ing,thing,0.081,ANYTHING,sp,9.412
2013_SEL2091_054_a,in,verb,0.07,LIVING,AH,7.305
2013_SEL2091_054_a,in,verb,0.061,DOING,K,4.798
2013_SEL2091_054_a,in,verb,0.029,GETTING,DH,4.055
2013_SEL2091_054_a,in,verb,0.04,PLAYING,W,9.625
2013_SEL2091_054_a,in,verb,0.139,HAVING,sp,6.309
2013_SEL2091_054_a,in,verb,0.03,GETTING,DH,4.315
2013_SEL2091_054_a,in,verb,0.03,HAVING,T,10.27
2013_SEL2091_054_a,in,verb,0.031,RUNNING,AH,6.903
2013_SEL2091_054_a,in,verb,0.089,DRUBBING,DH,5.158
2013_SEL2091_054_a,in,verb,0.11,BEING,sp,5.542
2013_SEL2091_054_a,in,verb,0.031,SEEING,DH,1.602
2013_SEL2091_054_a,ing,thing,0.03,SOMETHING,N,3.949
2013_SEL2091_054_a,ing,noun,0.039,NOTHING,S,0.492
2013_SEL2091_054_a,in,verb,0.091,PLAYING,sp,4.115
2013_SEL2091_054_a,ing,verb,0.08,BOBBING,DH,4.442
2013_SEL2091_054_a,in,verb,0.04,TALKING,AH,6.892
2013_SEL2091_054_a,in,verb,0.059,DOING,S,6.892
2013_SEL2091_054_a,ing,thing,0.04,SOMETHING,AH,7.241
2013_SEL2091_054_a,in,verb,0.069,HAVING,EY,5.302
2013_SEL2091_054_a,ing,verb,0.03,LOOKING,AE,5.785
2013_SEL2091_054_a,ing,thing,0.111,ANYTHING,sp,3.5
2013_SEL2091_054_a,in,thing,0.031,SOMETHING,sp,2.199
2013_SEL2091_054_a,in,verb,0.03,COMING,L,5.625
2013_SEL2091_054_a,in,verb,0.04,MAKING,DH,7.037
2013_SEL2091_054_a,in,verb,0.05,COMING,F,4.965
2013_SEL2091_054_a,in,verb,0.131,SNORING,sp,4.051
2013_SEL2091_054_a,in,verb,0.06,BEING,AH,8
2013_SEL2091_054_a,in,verb,0.031,COMING,R,6.245
2013_SEL2091_054_a,in,noun,0.069,NOTHING,sp,2.944
2013_SEL2091_054_b,ing,verb,0.291,BEING,sp,2.825
2013_SEL2091_054_b,in,verb,0.08,BEING,S,4.375
2013_SEL2091_054_b,in,verb,0.05,INTRIGUING,sp,2.118
2013_SEL2091_054_b,in,verb,0.031,DOING,sp,1.461
2013_SEL2091_054_b,ing,thing,0.06,ANYTHING,AE,5.025
2013_SEL2091_054_b,ing,thing,0.09,SOMETHING,L,4.287
2013_SEL2091_054_b,ing,verb,0.23,DOING,sp,1.57
2013_SEL2091_054_b,in,verb,0.079,DOING,W,4.316
2013_SEL2091_054_b,in,verb,0.07,LOOKING,AH,3.208
2013_SEL2091_054_b,in,verb,0.08,CIRCLING,ns,0.219
2013_SEL2091_054_b,in,verb,0.051,TRAILING,B,4.063
2013_SEL2091_054_b,ing,verb,0.12,TALKING,sp,1.204
2013_SEL2091_054_b,in,verb,0.06,COMING,IH,3.546
2013_SEL2091_054_b,ing,thing,0.111,SOMETHING,AH,5.425
2013_SEL2091_054_b,in,verb,0.07,RUNNING,ER,2.482
2013_SEL2091_054_b,in,verb,0.04,RUNNING,sp,0.094
2013_SEL2091_054_b,ing,thing,0.1,THING,DH,5.65
2013_SEL2091_054_b,in,verb,0.03,TALKING,sp,5.711
2013_SEL2091_054_b,in,other,0.04,BLINKING,L,5
2013_SEL2091_054_b,in,other,0.109,DISGUSTING,sp,0.17
2013_SEL2091_054_b,in,verb,0.069,PAYING,F,5.198
2013_SEL2091_054_b,in,other,0.07,BLINKING,AH,4.743
2013_SEL2091_054_b,in,noun,0.09,UPRISING,DH,4.9
2013_SEL2091_054_b,ing,thing,0.05,ANYTHING,M,4.737
2013_SEL2091_054_b,in,verb,0.08,SAYING,AO,1.689
2013_SEL2091_054_b,in,noun,0.03,LIVING,R,2.856
2013_SEL2091_054_b,in,verb,0.08,WAITING,F,3.659
2013_SEL2091_054_b,ing,thing,0.179,THING,K,3.689
2013_SEL2091_054_b,in,verb,0.071,COMING,TH,3.378
2013_SEL2091_054_b,in,noun,0.03,WARMING,sp,2.64
2013_SEL2091_054_b,ing,thing,0.079,SOMETHING,DH,3.425
2013_SEL2091_054_b,ing,thing,0.11,EVERYTHING,CH,4.627
2013_SEL2091_054_b,ing,thing,0.139,EVERYTHING,DH,4.38
2013_SEL2091_054_b,ing,thing,0.12,SOMETHING,D,4.258
2013_SEL2091_054_b,in,verb,0.08,WALKING,D,3.264
2013_SEL2091_054_b,in,verb,0.04,STREAMING,IH,3.78
2013_SEL2091_054_b,in,verb,0.05,WALKING,Y,4.67
2013_SEL2091_054_b,ing,thing,0.19,SOMETHING,sp,4.58
2013_SEL2091_054_b,in,verb,0.03,*WHIZZING,R,4.908
2013_SEL2091_054_b,in,other,0.04,BLINKING,TH,2.033
2013_SEL2091_054_b,in,verb,0.04,PROTESTING,sp,5.908
2013_SEL2091_054_b,ing,thing,0.12,SOMETHING,sp,1.45
2013_SEL2091_054_b,ing,thing,0.05,SOMETHING,sp,0.492
2013_SEL2091_054_b,in,verb,0.08,TALKING,AH,3.976
2013_SEL2091_054_b,in,verb,0.07,TELLING,AH,7.097
2013_SEL2091_054_b,in,verb,0.071,PLAYING,sp,0.898
2013_SEL2091_054_b,in,verb,0.091,TAKING,G,0.405
2013_SEL2091_054_b,ing,thing,0.061,ANYTHING,DH,4.13
2013_SEL2091_054_b,in,verb,0.071,TROLLING,AH,3.663
2013_SEL2091_054_b,in,verb,0.03,DOING,DH,5.151
2013_SEL2091_054_b,in,verb,0.05,STRIKING,AH,4.169
2013_SEL2091_054_b,ing,thing,0.171,SOMETHING,sp,1.663
2013_SEL2091_054_b,in,verb,0.04,EATING,DH,3.95
2013_SEL2091_054_b,in,verb,0.05,TROLLING,AA,5.263
2013_SEL2091_054_b,ing,thing,0.09,SOMETHING,L,3.679
2013_SEL2091_054_b,in,thing,0.051,EVERYTHING,sp,4.619
2013_SEL2091_054_b,ing,thing,0.09,THING,IH,4.972
2013_SEL2091_054_b,in,verb,0.189,MAKING,sp,5.259
2012_SEL2091_069_a,in,verb,0.03,WORKING,AH,4.444
2012_SEL2091_069_a,ing,thing,0.16,ANYTHING,S,5.236
2012_SEL2091_069_a,ing,thing,0.23,EVERYTHING,AA,3.721
2012_SEL2091_069_a,in,thing,0.08,SOMETHING,K,4.39
2012_SEL2091_069_a,in,noun,0.07,SINGING,sp,3.462
2012_SEL2091_069_a,in,noun,0.06,SINGING,sp,3.339
2012_SEL2091_069_a,ing,thing,0.029,SOMETHING,W,5.882
2012_SEL2091_069_a,ing,thing,0.071,ANYTHING,IH,7.013
2012_SEL2091_069_a,ing,thing,0.131,ANYTHING,AH,5.036
2012_SEL2091_069_a,ing,thing,0.07,ANYTHING,S,5.076
2012_SEL2091_069_a,ing,thing,0.11,NOTHING,sp,4.325
2012_SEL2091_069_a,ing,thing,0.07,NOTHING,M,6.388
2012_SEL2091_069_a,in,thing,0.051,SOMETHING,K,7.097
2012_SEL2091_069_a,in,verb,0.04,MANAGING,M,5.23
2012_SEL2091_069_a,ing,verb,0.04,BEING,IH,5.801
2012_SEL2091_069_a,in,verb,0.03,HAVING,N,6.234
2012_SEL2091_069_a,in,verb,0.059,BEING,AH,7.323
2012_SEL2091_069_a,in,noun,0.06,LIVING,R,4.417
2012_SEL2091_069_a,in,verb,0.05,RISING,sp,5.025
2012_SEL2091_069_a,in,verb,0.031,RISING,sp,5.453
2012_SEL2091_069_a,in,verb,0.06,HAVING,S,4.208
2012_SEL2091_069_a,in,verb,0.03,SAYING,AH,3.891
2012_SEL2091_069_a,ing,thing,0.08,NOTHING,T,3.745
2012_SEL2091_069_a,in,verb,0.031,LOOKING,F,5.78
2012_SEL2091_069_a,in,verb,0.031,WORKING,W,2.933
2012_SEL2091_069_a,in,noun,0.079,WANDERING,AO,4.963
2012_SEL2091_069_a,in,noun,0.09,INTERFERING,W,3.874
2012_SEL2091_069_a,in,other,0.03,DISTRESSING,sp,3.886
2012_SEL2091_069_a,in,verb,0.05,MAKING,SH,2.956
2012_SEL2091_069_a,in,verb,0.05,TAKING,AH,4.289
2012_SEL2091_069_a,in,verb,0.069,PRESSING,B,3.763
2012_SEL2091_069_a,in,verb,0.131,WORKING,V,5.984
2012_SEL2091_069_a,ing,verb,0.12,BEING,P,5.732
2012_SEL2091_069_b,in,noun,0.05,WORKING,K,5.552
2012_SEL2091_069_b,in,verb,0.051,WORKING,IH,4.329
2012_SEL2091_069_b,in,verb,0.031,MAKING,K,5.823
2012_SEL2091_069_b,ing,thing,0.13,ANYTHING,SH,7.194
2012_SEL2091_069_b,ing,thing,0.06,ANYTHING,AH,7.582
2012_SEL2091_069_b,ing,thing,0.099,NOTHING,AH,4.487
2012_SEL2091_069_b,ing,thing,0.04,NOTHING,W,0.23
2012_SEL2091_069_b,in,other,0.04,((TIN)),S,4.5
2012_SEL2091_069_b,ing,thing,0.03,ANYTHING,L,9.009
2012_SEL2091_069_b,in,verb,0.029,MISBEHAVING,AH,4.792
2012_SEL2091_069_b,in,verb,0.03,SWEARING,AH,6.261
2012_SEL2091_069_b,ing,thing,0.03,ANYTHING,L,4.899
2012_SEL2091_069_b,in,verb,0.029,GETTING,M,8.571
2012_SEL2091_069_b,ing,thing,0.06,NOTHING,CH,3.727
2012_SEL2091_069_b,in,noun,0.05,TRADING,AH,5.511
2012_SEL2091_069_b,in,verb,0.099,BEING,AH,4.371
2012_SEL2091_069_b,in,verb,0.029,PLAYING,W,2.724
2012_SEL2091_069_b,in,verb,0.04,BEING,AH,8.13
2012_SEL2091_069_b,in,verb,0.07,BEING,AH,6.671
2012_SEL2091_069_b,ing,thing,0.08,EVERYTHING,D,5.71
2012_SEL2091_069_b,in,verb,0.05,TALKING,T,5.298
2012_SEL2091_069_b,in,verb,0.03,DETECTING,W,5.418
2012_SEL2091_069_b,ing,thing,0.09,ANYTHING,OW,7.186
2012_SEL2091_069_b,in,verb,0.03,SINGING,N,2.362
2012_SEL2091_069_b,ing,verb,0.071,SING,S,5.263
2012_SEL2091_069_b,ing,thing,0.061,EVERYTHING,AY,6.235
2012_SEL2091_069_b,ing,verb,0.06,SING,AH,4.795
2012_SEL2091_069_b,ing,verb,0.19,SING,sp,2.627
2012_SEL2091_069_b,ing,verb,0.059,SING,AE,5.263
2012_SEL2091_069_b,in,verb,0.03,GETTING,AA,6.542
2012_SEL2091_069_b,in,verb,0.07,PLAYING,AH,5.65
2012_SEL2091_069_b,ing,thing,0.04,EVERYTHING,AE,6.774
2012_SEL2091_069_b,ing,thing,0.189,EVERYTHING,sp,3.195
2012_SEL2091_069_b,in,thing,0.051,SOMETHING,sp,3.399
2012_SEL2091_069_b,in,verb,0.109,SMUGGLING,S,3.225
2012_SEL2091_069_b,ing,thing,0.26,EVERYTHING,sp,4.414
2012_SEL2091_069_b,in,verb,0.03,COLLECTING,B,7.037
2012_SEL2091_069_b,in,verb,0.121,HORRIFYING,B,4.667
2012_SEL2091_069_b,in,verb,0.029,TALKING,AH,7.581
2012_SEL2091_069_b,ing,noun,0.101,WING,AE,6.18
2012_SEL2091_069_b,in,verb,0.14,BEING,sp,3.477
2012_SEL2091_069_b,in,verb,0.07,HAVING,P,4.548
2012_SEL2091_069_b,in,verb,0.069,BEING,F,4.633
2012_SEL2091_069_b,in,verb,0.051,WORKING,AH,2.342
2012_SEL2091_069_b,in,verb,0.09,DOING,W,4.642
2012_SEL2091_069_b,ing,thing,0.15,ANYTHING,sp,1.158
2012_SEL2091_069_b,ing,thing,0.03,SOMETHING,L,4.115
2012_SEL2091_069_b,in,verb,0.03,SAYING,AY,9.718
2012_SEL2091_069_b,in,verb,0.03,TALKING,AH,0.493
2012_SEL2091_069_b,in,verb,0.05,DOING,AO,7.073
2012_SEL2091_069_b,in,verb,0.03,GETTING,P,7.54
2012_SEL2091_069_b,in,verb,0.031,GETTING,P,4.225
2012_SEL2091_069_b,in,verb,0.03,GETTING,P,3.33
2012_SEL2091_069_b,in,verb,0.07,WORKING,W,5.806
2012_SEL2091_069_b,in,verb,0.03,WORKING,AA,9.083
2012_SEL2091_069_b,ing,thing,0.2,ANYTHING,sp,3.393
2012_SEL2091_069_b,ing,noun,0.11,WING,Y,5.769
2012_SEL2091_069_b,in,verb,0.03,COMING,AH,8.95
2012_SEL2091_069_b,in,verb,NA,SITTING,R,8.909
2012_SEL2091_069_b,in,verb,NA,IGNORING,DH,4.881
2012_SEL2091_069_b,ing,thing,NA,SOMETHING,AY,4.502
2012_SEL2091_069_b,in,verb,NA,TALKING,AH,2.957
2012_SEL2091_069_b,ing,noun,NA,WING,sp,4.773
2012_SEL2091_069_b,in,verb,NA,SAYING,sp,4.651
2012_SEL2091_049_b,in,verb,NA,TALKING,AH,4.839
2012_SEL2091_049_b,in,verb,NA,SCROUNGING,AO,4.132
2012_SEL2091_049_b,in,verb,NA,DREADING,sp,0.08
2012_SEL2091_049_b,ing,verb,NA,MAKING,F,4.227
2012_SEL2091_049_b,in,other,NA,ANNOYING,sp,0.329
2012_SEL2091_049_b,in,thing,NA,ANYTHING,M,6.246
2012_SEL2091_049_b,in,thing,NA,ANYTHING,sp,7.976
2012_SEL2091_049_b,in,verb,NA,LIVING,AO,4.069
2012_SEL2091_049_b,in,verb,NA,DOING,HH,7.634
2012_SEL2091_049_b,ing,verb,NA,MAKING,SH,5.495
2012_SEL2091_049_b,in,verb,NA,COMING,AA,3.544
2012_SEL2091_049_b,in,other,NA,EMBARASSING,B,4.327
2012_SEL2091_049_b,in,verb,NA,DRINKING,AH,6.87
2012_SEL2091_049_b,in,thing,NA,ANYTHING,AH,8.78
2012_SEL2091_049_b,in,thing,NA,EVERYTHING,AH,6.988
2012_SEL2091_049_b,in,thing,NA,ANYTHING,sp,5.913
2012_SEL2091_049_b,in,verb,NA,HAVING,AH,8.341
2012_SEL2091_049_b,in,verb,NA,PACKING,AH,3.266
2012_SEL2091_049_b,in,thing,NA,ANYTHING,sp,2.16
2012_SEL2091_049_b,in,verb,NA,SAYING,N,7.843
2012_SEL2091_049_b,in,thing,NA,EVERYTHING,sp,6.674
2012_SEL2091_049_b,in,verb,NA,SAYING,B,4.831
2012_SEL2091_049_b,in,thing,NA,SOMETHING,HH,6.254
2012_SEL2091_049_b,in,verb,NA,SAYING,AH,6.118
2012_SEL2091_049_b,in,verb,NA,BOOKING,DH,5.625
2012_SEL2091_049_b,in,thing,NA,SOMETHING,L,3.764
2012_SEL2091_049_b,in,verb,NA,ARRIVING,AH,5.319
2012_SEL2091_049_b,in,verb,NA,TALKING,T,10.27
2012_SEL2091_049_b,in,verb,NA,GOING,sp,5.208
2012_SEL2091_049_b,in,verb,NA,HAVING,AH,7.447
2012_SEL2091_049_b,in,thing,NA,SOMETHING,sp,4.13
2012_SEL2091_049_b,in,other,NA,EMBARASSING,sp,6.517
2012_SEL2091_049_b,in,thing,NA,ANYTHING,DH,8.257
2012_SEL2091_049_b,in,thing,NA,SOMETHING,sp,7.361
2012_SEL2091_049_b,in,verb,NA,HAVING,AH,5.65
2012_SEL2091_049_b,in,verb,NA,DOING,DH,6.298
2012_SEL2091_049_b,in,thing,NA,EVERYTHING,sp,5.495
2012_SEL2091_049_b,in,verb,NA,SEEING,AH,4.144
2012_SEL2091_049_b,in,thing,NA,ANYTHING,T,6.721
2012_SEL2091_049_b,in,verb,NA,TELLING,AH,3.151
2012_SEL2091_049_b,ing,verb,NA,TELLING,EH,6.309
2012_SEL2091_049_b,ing,verb,NA,SAYING,R,6.671
2012_SEL2091_049_b,in,verb,NA,TRYING,T,9.443
2012_SEL2091_049_b,in,verb,NA,BULLYING,Y,5.65
2012_SEL2091_049_b,in,verb,NA,MAKING,IH,4.023
2012_SEL2091_049_b,in,verb,NA,WORKING,sp,3.711
2012_SEL2091_049_b,in,verb,NA,BEING,M,7.339
2012_SEL2091_049_b,in,thing,NA,ANYTHING,sp,10.265
2012_SEL2091_049_b,in,thing,NA,EVERYTHING,AY,9.804
2012_SEL2091_049_b,in,verb,NA,BULLYING,Y,2.786
2012_SEL2091_049_b,in,verb,NA,BEING,IH,5.232
2012_SEL2091_049_b,in,verb,NA,TALKING,AH,7.867
2012_SEL2091_049_b,in,thing,NA,SOMETHING,sp,5.217
2012_SEL2091_049_b,in,verb,NA,SAYING,IH,5.718
2012_SEL2091_049_b,in,verb,NA,BEING,AA,3.175
2012_SEL2091_049_b,in,thing,NA,SOMETHING,sp,3.929
2012_SEL2091_049_b,in,verb,NA,DOING,DH,4.612
2012_SEL2091_049_b,in,verb,NA,DOING,N,7.377
2012_SEL2091_049_b,in,other,NA,EMBARASSING,sp,8
2012_SEL2091_049_b,in,other,NA,EMBARASSING,ns,7.902
2012_SEL2091_049_b,in,verb,NA,HAVING,L,4.1
2012_SEL2091_049_b,in,thing,NA,SOMETHING,sp,1.227
2012_SEL2091_049_b,in,thing,NA,SOMETHING,AE,6.924
2012_SEL2091_049_b,in,verb,NA,DOING,T,6.737
2012_SEL2091_049_b,ing,thing,NA,SOMETHING,sp,0.986
2012_SEL2091_049_b,in,verb,NA,DOING,M,8.155
2012_SEL2091_049_b,in,verb,NA,TALKING,AH,7.024
2012_SEL2091_049_b,in,verb,NA,LOOKING,B,5.224
2012_SEL2091_049_b,in,verb,NA,BOTHERING,M,1.753
2012_SEL2091_049_b,ing,verb,NA,BOTHERING,sp,1.032
2012_SEL2091_049_b,in,verb,NA,GETTING,IH,9.852
2012_SEL2091_049_b,in,verb,NA,GETTING,R,5
2012_SEL2091_049_b,in,thing,NA,ANYTHING,AH,7.98
2012_SEL2091_049_b,in,thing,NA,SOMETHING,ER,6.344
2012_SEL2091_049_b,in,thing,NA,SOMETHING,sp,2.818
2012_SEL2091_049_b,ing,verb,NA,MIXING,sp,3.436
2012_SEL2091_049_b,in,thing,NA,SOMETHING,sp,3.492
2012_SEL2091_049_b,in,verb,NA,CHATTING,T,7.024
2012_SEL2091_049_b,in,verb,NA,WANDERING,ER,6.126
2012_SEL2091_049_b,ing,noun,NA,EVENING,sp,6.849
2012_SEL2091_049_b,in,thing,NA,SOMETHING,sp,6.079
2012_SEL2091_049_b,in,verb,NA,DOING,F,8.78
2012_SEL2091_049_b,ing,verb,NA,BEING,P,5.984
2012_SEL2091_049_b,ing,verb,NA,TALKING,AH,7.136
2012_SEL2091_049_b,in,verb,NA,SWIMMING,sp,2.309
2012_SEL2091_049_b,in,thing,NA,SOMETHING,L,5.344
2012_SEL2091_049_b,ing,verb,NA,TELLING,Y,10.204
2012_SEL2091_049_b,in,verb,NA,TALKING,L,3.559
2012_SEL2091_049_b,in,thing,NA,SOMETHING,sp,5.128
2012_SEL2091_049_b,in,verb,NA,LOOKING,sp,7.255
2012_SEL2091_049_b,in,verb,NA,SITTING,DH,12.14
2012_SEL2091_049_b,ing,verb,NA,MAKING,ns,4.494
2012_SEL2091_049_b,in,thing,NA,SOMETHING,R,9.859
2012_SEL2091_049_b,in,verb,NA,DOING,DH,11.704
2012_SEL2091_049_b,ing,thing,NA,NOTHING,sp,0.445